Feature_Selector,Model,F1_with_FS,F1_without_FS,Abs_Diff,Mean_DPR_with_FS,Mean_EOR_with_FS,Mean_DPR_without_FS,Mean_EOR_without_FS,Num_Features
SelectPercentile_mutual_info20,SVM,0.732,0.7343,0.0023,0.7678,0.5164,0.7711,0.5179,6.0
SelectPercentile_mutual_info20,MLP,0.6836,0.7029,0.1236,0.7634,0.5067,0.8535,0.721,6.0
SelectPercentile_mutual_info20,LR,0.7387,0.7657,0.0269,0.765,0.555,0.7686,0.6418,6.0
SelectPercentile_mutual_info20,CatBoost,0.7401,0.792,0.052,0.8199,0.6007,0.894,0.8105,6.0
SelectPercentile_mutual_info40,RandomForest,0.7502,0.7869,0.0368,0.8868,0.8015,0.8988,0.8074,12.0
SelectPercentile_mutual_info40,XGBoost,0.7582,0.7849,0.0267,0.8722,0.7618,0.8915,0.8143,12.0
SelectPercentile_mutual_info40,kNN,0.7138,0.7207,0.0132,0.8069,0.6304,0.8339,0.6601,12.0
SelectPercentile_mutual_info40,SVM,0.7329,0.7343,0.0017,0.7667,0.514,0.7711,0.5179,12.0
SelectPercentile_mutual_info40,MLP,0.7173,0.7029,0.0693,0.9487,0.7617,0.8535,0.721,12.0
SelectPercentile_mutual_info40,LR,0.7491,0.7657,0.0166,0.8868,0.7535,0.7686,0.6418,12.0
SelectPercentile_mutual_info40,CatBoost,0.7626,0.792,0.0294,0.8744,0.7602,0.894,0.8105,12.0
SelectPercentile_mutual_info60,RandomForest,0.7644,0.7869,0.0226,0.902,0.8117,0.8988,0.8074,18.0
SelectPercentile_mutual_info60,XGBoost,0.7652,0.7849,0.0197,0.8842,0.803,0.8915,0.8143,18.0
SelectPercentile_mutual_info60,kNN,0.717,0.7207,0.0038,0.8289,0.6584,0.8339,0.6601,18.0
SelectPercentile_mutual_info60,SVM,0.7339,0.7343,0.0004,0.7695,0.5159,0.7711,0.5179,18.0
SelectPercentile_mutual_info60,MLP,0.7141,0.7029,0.1092,0.9315,0.8496,0.8535,0.721,18.0
SelectPercentile_mutual_info60,LR,0.7355,0.7657,0.0302,0.8474,0.6916,0.7686,0.6418,18.0
SelectPercentile_mutual_info60,CatBoost,0.7713,0.792,0.0207,0.8862,0.7905,0.894,0.8105,18.0
SelectPercentile_mutual_info80,RandomForest,0.7863,0.7869,0.0027,0.8793,0.8169,0.8988,0.8074,24.0
SelectPercentile_mutual_info80,XGBoost,0.7847,0.7849,0.0019,0.895,0.8076,0.8915,0.8143,24.0
SelectPercentile_mutual_info80,kNN,0.7239,0.7207,0.0035,0.8372,0.6618,0.8339,0.6601,24.0
SelectPercentile_mutual_info80,SVM,0.7345,0.7343,0.0001,0.7711,0.5178,0.7711,0.5179,24.0
SelectPercentile_mutual_info80,MLP,0.7474,0.7029,0.0913,0.9013,0.744,0.8535,0.721,24.0
SelectPercentile_mutual_info80,LR,0.7592,0.7657,0.0069,0.79,0.6775,0.7686,0.6418,24.0
SelectPercentile_mutual_info80,CatBoost,0.7931,0.792,0.0036,0.8842,0.8199,0.894,0.8105,24.0
RFE_LogisticRegression20,RandomForest,0.4987,0.7869,0.2882,0.9147,0.871,0.8988,0.8074,6.0
RFE_LogisticRegression20,XGBoost,0.4998,0.7849,0.285,0.9164,0.8683,0.8915,0.8143,6.0
RFE_LogisticRegression20,kNN,0.5126,0.7207,0.2081,0.978,0.9461,0.8339,0.6601,6.0
RFE_LogisticRegression20,SVM,0.4932,0.7343,0.2411,0.9145,0.8527,0.7711,0.5179,6.0
RFE_LogisticRegression20,MLP,0.4918,0.7029,0.2389,0.911,0.862,0.8535,0.721,6.0
RFE_LogisticRegression20,LR,0.4713,0.7657,0.2944,0.8834,0.8327,0.7686,0.6418,6.0
RFE_LogisticRegression20,CatBoost,0.4995,0.792,0.2925,0.9123,0.8609,0.894,0.8105,6.0
RFE_LogisticRegression40,RandomForest,0.5116,0.7869,0.2753,0.9251,0.8793,0.8988,0.8074,12.0
RFE_LogisticRegression40,XGBoost,0.506,0.7849,0.2789,0.9142,0.8451,0.8915,0.8143,12.0
RFE_LogisticRegression40,kNN,0.5451,0.7207,0.1756,0.9294,0.8951,0.8339,0.6601,12.0
RFE_LogisticRegression40,SVM,0.4812,0.7343,0.2532,0.928,0.8983,0.7711,0.5179,12.0
RFE_LogisticRegression40,MLP,0.5068,0.7029,0.2248,0.9385,0.8697,0.8535,0.721,12.0
RFE_LogisticRegression40,LR,0.4944,0.7657,0.2713,0.8346,0.8016,0.7686,0.6418,12.0
RFE_LogisticRegression40,CatBoost,0.5069,0.792,0.2851,0.936,0.8746,0.894,0.8105,12.0
RFE_LogisticRegression60,RandomForest,0.5214,0.7869,0.2655,0.8153,0.7858,0.8988,0.8074,18.0
RFE_LogisticRegression60,XGBoost,0.5212,0.7849,0.2636,0.8163,0.7673,0.8915,0.8143,18.0
RFE_LogisticRegression60,kNN,0.5465,0.7207,0.1742,0.9307,0.903,0.8339,0.6601,18.0
RFE_LogisticRegression60,SVM,0.4753,0.7343,0.259,0.9151,0.8742,0.7711,0.5179,18.0
RFE_LogisticRegression60,MLP,0.5265,0.7029,0.2171,0.8617,0.8319,0.8535,0.721,18.0
RFE_LogisticRegression60,LR,0.4985,0.7657,0.2671,0.8213,0.7835,0.7686,0.6418,18.0
RFE_LogisticRegression60,CatBoost,0.5192,0.792,0.2728,0.8252,0.7739,0.894,0.8105,18.0
RFE_LogisticRegression80,RandomForest,0.5475,0.7869,0.2395,0.898,0.8722,0.8988,0.8074,24.0
RFE_LogisticRegression80,XGBoost,0.5409,0.7849,0.2439,0.8584,0.8382,0.8915,0.8143,24.0
RFE_LogisticRegression80,kNN,0.5436,0.7207,0.1771,0.8986,0.887,0.8339,0.6601,24.0
RFE_LogisticRegression80,SVM,0.441,0.7343,0.2933,0.9224,0.8598,0.7711,0.5179,24.0
RFE_LogisticRegression80,MLP,0.5487,0.7029,0.1998,0.8668,0.8239,0.8535,0.721,24.0
RFE_LogisticRegression80,LR,0.5082,0.7657,0.2575,0.8247,0.7874,0.7686,0.6418,24.0
RFE_LogisticRegression80,CatBoost,0.5361,0.792,0.256,0.8502,0.819,0.894,0.8105,24.0
RFE_RF20,RandomForest,0.7616,0.7869,0.0254,0.9471,0.7212,0.8988,0.8074,6.0
RFE_RF20,XGBoost,0.7648,0.7849,0.02,0.9383,0.6973,0.8915,0.8143,6.0
RFE_RF20,kNN,0.7201,0.7207,0.0006,0.833,0.6595,0.8339,0.6601,6.0
RFE_RF20,SVM,0.7335,0.7343,0.0012,0.7719,0.5184,0.7711,0.5179,6.0
RFE_RF20,MLP,0.7453,0.7029,0.1052,0.9101,0.6882,0.8535,0.721,6.0
RFE_RF20,LR,0.7647,0.7657,0.0056,0.931,0.7709,0.7686,0.6418,6.0
RFE_RF20,CatBoost,0.7672,0.792,0.0248,0.9438,0.7007,0.894,0.8105,6.0
RFE_RF40,RandomForest,0.7793,0.7869,0.0076,0.8949,0.8198,0.8988,0.8074,12.0
RFE_RF40,XGBoost,0.7761,0.7849,0.0087,0.906,0.7946,0.8915,0.8143,12.0
RFE_RF40,kNN,0.7208,0.7207,0.0004,0.8335,0.6593,0.8339,0.6601,12.0
RFE_RF40,SVM,0.7339,0.7343,0.0006,0.772,0.5194,0.7711,0.5179,12.0
RFE_RF40,MLP,0.7392,0.7029,0.0997,0.9233,0.8241,0.8535,0.721,12.0
RFE_RF40,LR,0.756,0.7657,0.0097,0.757,0.6353,0.7686,0.6418,12.0
RFE_RF40,CatBoost,0.7852,0.792,0.0068,0.8868,0.8231,0.894,0.8105,12.0
RFE_RF60,RandomForest,0.7877,0.7869,0.0035,0.8971,0.82,0.8988,0.8074,18.0
RFE_RF60,XGBoost,0.7865,0.7849,0.0022,0.8957,0.8109,0.8915,0.8143,18.0
RFE_RF60,kNN,0.7207,0.7207,0.0001,0.8335,0.6595,0.8339,0.6601,18.0
RFE_RF60,SVM,0.7341,0.7343,0.0002,0.7713,0.5185,0.7711,0.5179,18.0
RFE_RF60,MLP,0.7603,0.7029,0.09,0.8323,0.7065,0.8535,0.721,18.0
RFE_RF60,LR,0.7553,0.7657,0.0104,0.7172,0.5704,0.7686,0.6418,18.0
RFE_RF60,CatBoost,0.791,0.792,0.0011,0.8984,0.8105,0.894,0.8105,18.0
RFE_RF80,RandomForest,0.7863,0.7869,0.0026,0.8877,0.8186,0.8988,0.8074,24.0
RFE_RF80,XGBoost,0.7838,0.7849,0.0028,0.9023,0.8077,0.8915,0.8143,24.0
RFE_RF80,kNN,0.7207,0.7207,0.0002,0.8339,0.6601,0.8339,0.6601,24.0
RFE_RF80,SVM,0.7343,0.7343,0.0,0.7711,0.5179,0.7711,0.5179,24.0
RFE_RF80,MLP,0.7769,0.7029,0.0801,0.9233,0.8255,0.8535,0.721,24.0
RFE_RF80,LR,0.766,0.7657,0.0031,0.7578,0.6314,0.7686,0.6418,24.0
RFE_RF80,CatBoost,0.7921,0.792,0.0021,0.8947,0.8189,0.894,0.8105,24.0
RFE_XGBoost20,RandomForest,0.7453,0.7869,0.0416,0.8789,0.8205,0.8988,0.8074,6.0
RFE_XGBoost20,XGBoost,0.7749,0.7849,0.0099,0.8535,0.7988,0.8915,0.8143,6.0
RFE_XGBoost20,kNN,0.7553,0.7207,0.0346,0.9057,0.8445,0.8339,0.6601,6.0
RFE_XGBoost20,SVM,0.7317,0.7343,0.0037,0.784,0.5235,0.7711,0.5179,6.0
RFE_XGBoost20,MLP,0.7776,0.7029,0.0837,0.858,0.7623,0.8535,0.721,6.0
RFE_XGBoost20,LR,0.7708,0.7657,0.0081,0.7569,0.6003,0.7686,0.6418,6.0
RFE_XGBoost20,CatBoost,0.7779,0.792,0.0141,0.8578,0.793,0.894,0.8105,6.0
RFE_XGBoost40,RandomForest,0.7464,0.7869,0.0405,0.8874,0.8228,0.8988,0.8074,12.0
RFE_XGBoost40,XGBoost,0.7831,0.7849,0.0019,0.8843,0.8242,0.8915,0.8143,12.0
RFE_XGBoost40,kNN,0.7346,0.7207,0.0301,0.8577,0.7447,0.8339,0.6601,12.0
RFE_XGBoost40,SVM,0.7334,0.7343,0.0019,0.772,0.5107,0.7711,0.5179,12.0
RFE_XGBoost40,MLP,0.7797,0.7029,0.085,0.8851,0.7803,0.8535,0.721,12.0
RFE_XGBoost40,LR,0.7756,0.7657,0.0099,0.8136,0.7135,0.7686,0.6418,12.0
RFE_XGBoost40,CatBoost,0.7866,0.792,0.0055,0.8781,0.8108,0.894,0.8105,12.0
RFE_XGBoost60,RandomForest,0.7785,0.7869,0.0084,0.9074,0.8377,0.8988,0.8074,18.0
RFE_XGBoost60,XGBoost,0.7849,0.7849,0.0026,0.9054,0.8054,0.8915,0.8143,18.0
RFE_XGBoost60,kNN,0.7066,0.7207,0.0141,0.8094,0.6405,0.8339,0.6601,18.0
RFE_XGBoost60,SVM,0.7322,0.7343,0.0021,0.7658,0.5142,0.7711,0.5179,18.0
RFE_XGBoost60,MLP,0.7386,0.7029,0.074,0.897,0.728,0.8535,0.721,18.0
RFE_XGBoost60,LR,0.7715,0.7657,0.0067,0.8496,0.761,0.7686,0.6418,18.0
RFE_XGBoost60,CatBoost,0.7919,0.792,0.0025,0.898,0.8195,0.894,0.8105,18.0
RFE_XGBoost80,RandomForest,0.7858,0.7869,0.0022,0.8945,0.8186,0.8988,0.8074,24.0
RFE_XGBoost80,XGBoost,0.7861,0.7849,0.0021,0.8985,0.7972,0.8915,0.8143,24.0
RFE_XGBoost80,kNN,0.7174,0.7207,0.0041,0.8334,0.6633,0.8339,0.6601,24.0
RFE_XGBoost80,SVM,0.7336,0.7343,0.0008,0.7706,0.518,0.7711,0.5179,24.0
RFE_XGBoost80,MLP,0.7699,0.7029,0.0797,0.9199,0.7698,0.8535,0.721,24.0
RFE_XGBoost80,LR,0.7648,0.7657,0.0063,0.8145,0.7067,0.7686,0.6418,24.0
RFE_XGBoost80,CatBoost,0.7933,0.792,0.0026,0.8947,0.8143,0.894,0.8105,24.0
L1_LogisticRegression,RandomForest,0.7869,0.7869,0.0,0.8983,0.8078,0.8988,0.8074,30.6
L1_LogisticRegression,XGBoost,0.7854,0.7849,0.0005,0.8968,0.8221,0.8915,0.8143,30.6
L1_LogisticRegression,kNN,0.7207,0.7207,0.0,0.8339,0.6601,0.8339,0.6601,30.6
L1_LogisticRegression,SVM,0.7343,0.7343,0.0,0.7711,0.5179,0.7711,0.5179,30.6
L1_LogisticRegression,MLP,0.7003,0.7029,0.0027,0.8442,0.7034,0.8535,0.721,30.6
L1_LogisticRegression,LR,0.7641,0.7657,0.0016,0.7573,0.628,0.7686,0.6418,30.6
L1_LogisticRegression,CatBoost,0.7929,0.792,0.0009,0.8974,0.8132,0.894,0.8105,30.6
Boruta,RandomForest,0.7844,0.7869,0.0035,0.9008,0.8082,0.8988,0.8074,14.4
Boruta,XGBoost,0.7845,0.7849,0.0041,0.9027,0.7899,0.8915,0.8143,14.4
Boruta,kNN,0.7208,0.7207,0.0004,0.8339,0.6598,0.8339,0.6601,14.4
Boruta,SVM,0.734,0.7343,0.0004,0.7715,0.5188,0.7711,0.5179,14.4
Boruta,MLP,0.6601,0.7029,0.0656,0.8389,0.6688,0.8535,0.721,14.4
Boruta,LR,0.7592,0.7657,0.0064,0.7469,0.6227,0.7686,0.6418,14.4
Boruta,CatBoost,0.7907,0.792,0.0014,0.8903,0.8105,0.894,0.8105,14.4
Forward_Selector_LR,RandomForest,0.73,0.7869,0.0569,0.8684,0.8,0.8988,0.8074,8.4
Forward_Selector_LR,XGBoost,0.7656,0.7849,0.0193,0.8495,0.7875,0.8915,0.8143,8.4
Forward_Selector_LR,kNN,0.7286,0.7207,0.0168,0.8673,0.7797,0.8339,0.6601,8.4
Forward_Selector_LR,SVM,0.7324,0.7343,0.0029,0.7796,0.519,0.7711,0.5179,8.4
Forward_Selector_LR,MLP,0.7643,0.7029,0.079,0.8863,0.7888,0.8535,0.721,8.4
Forward_Selector_LR,LR,0.7735,0.7657,0.0103,0.7912,0.6551,0.7686,0.6418,8.4
Forward_Selector_LR,CatBoost,0.7678,0.792,0.0242,0.8581,0.7967,0.894,0.8105,8.4
Forward_Selector_XGBoost,RandomForest,0.7247,0.7869,0.0622,0.8812,0.8371,0.8988,0.8074,7.8
Forward_Selector_XGBoost,XGBoost,0.7681,0.7849,0.0168,0.8731,0.8231,0.8915,0.8143,7.8
Forward_Selector_XGBoost,kNN,0.7355,0.7207,0.016,0.9188,0.8252,0.8339,0.6601,7.8
Forward_Selector_XGBoost,SVM,0.7313,0.7343,0.0041,0.7856,0.5265,0.7711,0.5179,7.8
Forward_Selector_XGBoost,MLP,0.7667,0.7029,0.0814,0.7855,0.6561,0.8535,0.721,7.8
Forward_Selector_XGBoost,LR,0.7725,0.7657,0.0096,0.7992,0.6782,0.7686,0.6418,7.8
Forward_Selector_XGBoost,CatBoost,0.7682,0.792,0.0239,0.8629,0.807,0.894,0.8105,7.8
Forward_Selector_RF,RandomForest,0.7787,0.7869,0.0082,0.8912,0.8314,0.8988,0.8074,24.2
Forward_Selector_RF,XGBoost,0.7799,0.7849,0.0075,0.8917,0.7929,0.8915,0.8143,24.2
Forward_Selector_RF,kNN,0.7106,0.7207,0.0101,0.799,0.6209,0.8339,0.6601,24.2
Forward_Selector_RF,SVM,0.7327,0.7343,0.0016,0.7653,0.513,0.7711,0.5179,24.2
Forward_Selector_RF,MLP,0.7813,0.7029,0.0814,0.8681,0.7596,0.8535,0.721,24.2
Forward_Selector_RF,LR,0.7739,0.7657,0.0083,0.8347,0.7517,0.7686,0.6418,24.2
Forward_Selector_RF,CatBoost,0.7847,0.792,0.0079,0.877,0.8161,0.894,0.8105,24.2
MB,RandomForest,0.7259,0.7869,0.061,0.7913,0.5596,0.8988,0.8074,1.0
MB,XGBoost,0.7326,0.7849,0.0523,0.7825,0.5179,0.8915,0.8143,1.0
MB,kNN,0.6989,0.7207,0.0218,0.8033,0.6043,0.8339,0.6601,1.0
MB,SVM,0.7268,0.7343,0.0075,0.791,0.5266,0.7711,0.5179,1.0
MB,MLP,0.7313,0.7029,0.082,0.7855,0.5317,0.8535,0.721,1.0
MB,LR,0.7437,0.7657,0.022,0.7647,0.5301,0.7686,0.6418,1.0
MB,CatBoost,0.7292,0.792,0.0628,0.7857,0.5246,0.894,0.8105,1.0
Exclude_Desc,RandomForest,0.7879,0.7869,0.0016,0.9054,0.8385,0.8988,0.8074,30.0
Exclude_Desc,XGBoost,0.7867,0.7849,0.0023,0.898,0.8172,0.8915,0.8143,30.0
Exclude_Desc,kNN,0.7206,0.7207,0.0001,0.8341,0.6607,0.8339,0.6601,30.0
Exclude_Desc,SVM,0.7343,0.7343,0.0,0.7711,0.5179,0.7711,0.5179,30.0
Exclude_Desc,MLP,0.698,0.7029,0.0673,0.7241,0.5893,0.8535,0.721,30.0
Exclude_Desc,LR,0.7613,0.7657,0.0072,0.8025,0.6997,0.7686,0.6418,30.0
Exclude_Desc,CatBoost,0.7923,0.792,0.0014,0.8932,0.8058,0.894,0.8105,30.0
MB_Exclude_Desc,RandomForest,0.7259,0.7869,0.061,0.7913,0.5596,0.8988,0.8074,1.0
MB_Exclude_Desc,XGBoost,0.7326,0.7849,0.0523,0.7825,0.5179,0.8915,0.8143,1.0
MB_Exclude_Desc,kNN,0.6989,0.7207,0.0218,0.8033,0.6043,0.8339,0.6601,1.0
MB_Exclude_Desc,SVM,0.7268,0.7343,0.0075,0.791,0.5266,0.7711,0.5179,1.0
MB_Exclude_Desc,MLP,0.7313,0.7029,0.082,0.7855,0.5317,0.8535,0.721,1.0
MB_Exclude_Desc,LR,0.7437,0.7657,0.022,0.7647,0.5301,0.7686,0.6418,1.0
MB_Exclude_Desc,CatBoost,0.7292,0.792,0.0628,0.7857,0.5246,0.894,0.8105,1.0
HITON,RandomForest,0.7227,0.7869,0.0642,0.8905,0.8191,0.8988,0.8074,12.0
HITON,XGBoost,0.7553,0.7849,0.0296,0.807,0.704,0.8915,0.8143,12.0
HITON,kNN,0.727,0.7207,0.0063,0.9671,0.8651,0.8339,0.6601,12.0
HITON,SVM,0.7318,0.7343,0.0031,0.7849,0.5248,0.7711,0.5179,12.0
HITON,MLP,0.7575,0.7029,0.0805,0.8977,0.804,0.8535,0.721,12.0
HITON,LR,0.746,0.7657,0.0196,0.7965,0.6597,0.7686,0.6418,12.0
HITON,CatBoost,0.7624,0.792,0.0296,0.8092,0.7047,0.894,0.8105,12.0
IAMB,RandomForest,0.7596,0.7869,0.0274,0.9118,0.8517,0.8988,0.8074,20.0
IAMB,XGBoost,0.7806,0.7849,0.0043,0.8777,0.8142,0.8915,0.8143,20.0
IAMB,kNN,0.7298,0.7207,0.0091,0.9083,0.7414,0.8339,0.6601,20.0
IAMB,SVM,0.732,0.7343,0.0032,0.7835,0.523,0.7711,0.5179,20.0
IAMB,MLP,0.7875,0.7029,0.085,0.8857,0.8142,0.8535,0.721,20.0
IAMB,LR,0.7709,0.7657,0.0057,0.7958,0.6809,0.7686,0.6418,20.0
IAMB,CatBoost,0.7866,0.792,0.0054,0.8859,0.8392,0.894,0.8105,20.0
LRH,RandomForest,0.7596,0.7869,0.0274,0.9118,0.8517,0.8988,0.8074,20.0
LRH,XGBoost,0.7806,0.7849,0.0043,0.8777,0.8142,0.8915,0.8143,20.0
LRH,kNN,0.7298,0.7207,0.0091,0.9083,0.7414,0.8339,0.6601,20.0
LRH,SVM,0.732,0.7343,0.0032,0.7835,0.523,0.7711,0.5179,20.0
LRH,MLP,0.7875,0.7029,0.085,0.8857,0.8142,0.8535,0.721,20.0
LRH,LR,0.7709,0.7657,0.0057,0.7958,0.6809,0.7686,0.6418,20.0
LRH,CatBoost,0.7866,0.792,0.0054,0.8859,0.8392,0.894,0.8105,20.0
MFL,RandomForest,0.7259,0.7869,0.061,0.7913,0.5596,0.8988,0.8074,1.0
MFL,XGBoost,0.7326,0.7849,0.0523,0.7825,0.5179,0.8915,0.8143,1.0
MFL,kNN,0.6989,0.7207,0.0218,0.8033,0.6043,0.8339,0.6601,1.0
MFL,SVM,0.7268,0.7343,0.0075,0.791,0.5266,0.7711,0.5179,1.0
MFL,MLP,0.7313,0.7029,0.082,0.7855,0.5317,0.8535,0.721,1.0
MFL,LR,0.7437,0.7657,0.022,0.7647,0.5301,0.7686,0.6418,1.0
MFL,CatBoost,0.7292,0.792,0.0628,0.7857,0.5246,0.894,0.8105,1.0
FFS_LR,RandomForest,0.7637,0.7869,0.0232,0.9805,0.777,0.8988,0.8074,17.8
FFS_LR,XGBoost,0.7645,0.7849,0.0204,0.9701,0.7603,0.8915,0.8143,17.8
FFS_LR,kNN,0.7211,0.7207,0.0013,0.8319,0.6564,0.8339,0.6601,17.8
FFS_LR,SVM,0.7344,0.7343,0.0003,0.771,0.5177,0.7711,0.5179,17.8
FFS_LR,MLP,0.6675,0.7029,0.174,0.901,0.6981,0.8535,0.721,17.8
FFS_LR,LR,0.7676,0.7657,0.0063,0.9573,0.839,0.7686,0.6418,17.8
FFS_LR,CatBoost,0.7696,0.792,0.0224,0.9746,0.7555,0.894,0.8105,17.8
Disparate_Impact,RandomForest,0.7866,0.7869,0.0013,0.8129,0.692,0.8988,0.8074,31.0
Disparate_Impact,XGBoost,0.7865,0.7849,0.0029,0.8376,0.7367,0.8915,0.8143,31.0
Disparate_Impact,kNN,0.7304,0.7207,0.0097,0.9786,0.8914,0.8339,0.6601,31.0
Disparate_Impact,SVM,0.7483,0.7343,0.0139,0.9464,0.7928,0.7711,0.5179,31.0
Disparate_Impact,MLP,0.7624,0.7029,0.0944,0.7981,0.6705,0.8535,0.721,31.0
Disparate_Impact,LR,0.7702,0.7657,0.0064,0.7901,0.6528,0.7686,0.6418,31.0
Disparate_Impact,CatBoost,0.792,0.792,0.002,0.8428,0.7531,0.894,0.8105,31.0
Correlation_Remover,RandomForest,0.7871,0.7869,0.0021,0.8794,0.8195,0.8988,0.8074,30.0
Correlation_Remover,XGBoost,0.7879,0.7849,0.0036,0.9145,0.8127,0.8915,0.8143,30.0
Correlation_Remover,kNN,0.7375,0.7207,0.0168,0.8445,0.7655,0.8339,0.6601,30.0
Correlation_Remover,SVM,0.7379,0.7343,0.0073,0.6145,0.3711,0.7711,0.5179,30.0
Correlation_Remover,MLP,0.7589,0.7029,0.0699,0.9264,0.8201,0.8535,0.721,30.0
Correlation_Remover,LR,0.7665,0.7657,0.0069,0.7973,0.6813,0.7686,0.6418,30.0
Correlation_Remover,CatBoost,0.7932,0.792,0.0019,0.9001,0.8266,0.894,0.8105,30.0
