Feature_Selector,Model,F1_with_FS,F1_without_FS,Abs_Diff,Mean_DPR_with_FS,Mean_EOR_with_FS,Mean_DPR_without_FS,Mean_EOR_without_FS,Num_Features
SelectKBest_f_classif80,XGBoost,0.7693,0.7829,0.0147,0.6082,0.4717,0.6229,0.497,31.0
SelectKBest_f_classif80,kNN,0.632,0.6341,0.0021,0.595,0.5405,0.594,0.5405,31.0
SelectKBest_f_classif80,SVM,0.628,0.628,0.0,0.6541,0.5669,0.6541,0.5669,31.0
SelectKBest_f_classif80,MLP,0.7339,0.7405,0.0197,0.5879,0.5517,0.6095,0.511,31.0
SelectKBest_f_classif80,LR,0.7624,0.7673,0.0253,0.571,0.4027,0.5898,0.4894,31.0
SelectKBest_f_classif80,CatBoost,0.7946,0.7989,0.0214,0.5698,0.3989,0.5623,0.4161,31.0
SelectPercentile_mutual_info20,RandomForest,0.7494,0.7955,0.051,0.6704,0.5557,0.5821,0.4752,8.0
SelectPercentile_mutual_info20,XGBoost,0.7072,0.7829,0.0758,0.6758,0.5489,0.6229,0.497,8.0
SelectPercentile_mutual_info20,kNN,0.6301,0.6341,0.004,0.6025,0.5494,0.594,0.5405,8.0
SelectPercentile_mutual_info20,SVM,0.6318,0.628,0.0121,0.6562,0.5859,0.6541,0.5669,8.0
SelectPercentile_mutual_info20,MLP,0.7059,0.7405,0.0461,0.6495,0.6232,0.6095,0.511,8.0
SelectPercentile_mutual_info20,LR,0.7429,0.7673,0.039,0.6457,0.5278,0.5898,0.4894,8.0
SelectPercentile_mutual_info20,CatBoost,0.7485,0.7989,0.0504,0.6672,0.5443,0.5623,0.4161,8.0
SelectPercentile_mutual_info40,RandomForest,0.7826,0.7955,0.0218,0.6146,0.384,0.5821,0.4752,16.0
SelectPercentile_mutual_info40,XGBoost,0.7348,0.7829,0.0482,0.6138,0.5425,0.6229,0.497,16.0
SelectPercentile_mutual_info40,kNN,0.6321,0.6341,0.002,0.6021,0.5494,0.594,0.5405,16.0
SelectPercentile_mutual_info40,SVM,0.6282,0.628,0.0044,0.6541,0.5606,0.6541,0.5669,16.0
SelectPercentile_mutual_info40,MLP,0.7243,0.7405,0.0321,0.649,0.569,0.6095,0.511,16.0
SelectPercentile_mutual_info40,LR,0.7627,0.7673,0.0349,0.6165,0.5038,0.5898,0.4894,16.0
SelectPercentile_mutual_info40,CatBoost,0.777,0.7989,0.0253,0.5962,0.4086,0.5623,0.4161,16.0
SelectPercentile_mutual_info60,RandomForest,0.7875,0.7955,0.0332,0.5682,0.4607,0.5821,0.4752,23.0
SelectPercentile_mutual_info60,XGBoost,0.7361,0.7829,0.0468,0.6136,0.4897,0.6229,0.497,23.0
SelectPercentile_mutual_info60,kNN,0.632,0.6341,0.002,0.5944,0.5405,0.594,0.5405,23.0
SelectPercentile_mutual_info60,SVM,0.628,0.628,0.0,0.6541,0.5669,0.6541,0.5669,23.0
SelectPercentile_mutual_info60,MLP,0.7433,0.7405,0.0361,0.6585,0.4925,0.6095,0.511,23.0
SelectPercentile_mutual_info60,LR,0.7568,0.7673,0.0141,0.6072,0.5461,0.5898,0.4894,23.0
SelectPercentile_mutual_info60,CatBoost,0.7792,0.7989,0.0289,0.5933,0.4663,0.5623,0.4161,23.0
SelectPercentile_mutual_info80,RandomForest,0.7893,0.7955,0.0354,0.5724,0.4345,0.5821,0.4752,31.0
SelectPercentile_mutual_info80,XGBoost,0.7766,0.7829,0.0144,0.6025,0.4343,0.6229,0.497,31.0
SelectPercentile_mutual_info80,kNN,0.6341,0.6341,0.0,0.594,0.5405,0.594,0.5405,31.0
SelectPercentile_mutual_info80,SVM,0.628,0.628,0.0,0.6541,0.5669,0.6541,0.5669,31.0
SelectPercentile_mutual_info80,MLP,0.7455,0.7405,0.0323,0.5919,0.503,0.6095,0.511,31.0
SelectPercentile_mutual_info80,LR,0.7515,0.7673,0.0282,0.5813,0.5185,0.5898,0.4894,31.0
SelectPercentile_mutual_info80,CatBoost,0.792,0.7989,0.0238,0.5864,0.4392,0.5623,0.4161,31.0
RFE_LogisticRegression20,RandomForest,0.6932,0.7955,0.1025,0.6601,0.5947,0.5821,0.4752,7.0
RFE_LogisticRegression20,XGBoost,0.6912,0.7829,0.1012,0.6516,0.5753,0.6229,0.497,7.0
RFE_LogisticRegression20,kNN,0.6888,0.6341,0.0654,0.6377,0.5925,0.594,0.5405,7.0
RFE_LogisticRegression20,SVM,0.6865,0.628,0.082,0.6591,0.6032,0.6541,0.5669,7.0
RFE_LogisticRegression20,MLP,0.6976,0.7405,0.0717,0.634,0.5544,0.6095,0.511,7.0
RFE_LogisticRegression20,LR,0.7005,0.7673,0.0668,0.6871,0.544,0.5898,0.4894,7.0
RFE_LogisticRegression20,CatBoost,0.6991,0.7989,0.1043,0.6643,0.6087,0.5623,0.4161,7.0
RFE_LogisticRegression40,RandomForest,0.7194,0.7955,0.0768,0.5969,0.5524,0.5821,0.4752,15.0
RFE_LogisticRegression40,XGBoost,0.7256,0.7829,0.0715,0.5806,0.5274,0.6229,0.497,15.0
RFE_LogisticRegression40,kNN,0.7024,0.6341,0.0683,0.5654,0.5204,0.594,0.5405,15.0
RFE_LogisticRegression40,SVM,0.7406,0.628,0.1126,0.5428,0.4271,0.6541,0.5669,15.0
RFE_LogisticRegression40,MLP,0.7303,0.7405,0.0536,0.554,0.4792,0.6095,0.511,15.0
RFE_LogisticRegression40,LR,0.6974,0.7673,0.0699,0.5313,0.4692,0.5898,0.4894,15.0
RFE_LogisticRegression40,CatBoost,0.7334,0.7989,0.0821,0.5811,0.5318,0.5623,0.4161,15.0
RFE_LogisticRegression60,RandomForest,0.7056,0.7955,0.0898,0.6024,0.5745,0.5821,0.4752,23.0
RFE_LogisticRegression60,XGBoost,0.7024,0.7829,0.0805,0.562,0.4929,0.6229,0.497,23.0
RFE_LogisticRegression60,kNN,0.6475,0.6341,0.0394,0.5507,0.4844,0.594,0.5405,23.0
RFE_LogisticRegression60,SVM,0.7396,0.628,0.1116,0.5436,0.4483,0.6541,0.5669,23.0
RFE_LogisticRegression60,MLP,0.7092,0.7405,0.0526,0.536,0.5084,0.6095,0.511,23.0
RFE_LogisticRegression60,LR,0.7027,0.7673,0.0647,0.5401,0.534,0.5898,0.4894,23.0
RFE_LogisticRegression60,CatBoost,0.7003,0.7989,0.0986,0.5706,0.5569,0.5623,0.4161,23.0
RFE_LogisticRegression80,RandomForest,0.7097,0.7955,0.1067,0.5978,0.592,0.5821,0.4752,31.0
RFE_LogisticRegression80,XGBoost,0.705,0.7829,0.0897,0.6079,0.6011,0.6229,0.497,31.0
RFE_LogisticRegression80,kNN,0.5966,0.6341,0.0514,0.5469,0.4783,0.594,0.5405,31.0
RFE_LogisticRegression80,SVM,0.7173,0.628,0.0893,0.5787,0.5436,0.6541,0.5669,31.0
RFE_LogisticRegression80,MLP,0.7128,0.7405,0.0549,0.5713,0.4964,0.6095,0.511,31.0
RFE_LogisticRegression80,LR,0.7111,0.7673,0.0563,0.5459,0.5309,0.5898,0.4894,31.0
RFE_LogisticRegression80,CatBoost,0.7017,0.7989,0.1066,0.571,0.5522,0.5623,0.4161,31.0
RFE_RF20,RandomForest,0.7672,0.7955,0.0291,0.6545,0.4741,0.5821,0.4752,7.0
RFE_RF20,XGBoost,0.7452,0.7829,0.0377,0.6667,0.5489,0.6229,0.497,7.0
RFE_RF20,kNN,0.6301,0.6341,0.004,0.6025,0.5494,0.594,0.5405,7.0
RFE_RF20,SVM,0.6337,0.628,0.0141,0.6471,0.5662,0.6541,0.5669,7.0
RFE_RF20,MLP,0.7021,0.7405,0.061,0.6981,0.6582,0.6095,0.511,7.0
RFE_RF20,LR,0.7603,0.7673,0.025,0.6573,0.6264,0.5898,0.4894,7.0
RFE_RF20,CatBoost,0.7637,0.7989,0.0351,0.6827,0.5342,0.5623,0.4161,7.0
RFE_RF40,RandomForest,0.7955,0.7955,0.0205,0.6004,0.4317,0.5821,0.4752,15.0
RFE_RF40,XGBoost,0.7645,0.7829,0.0225,0.6357,0.4603,0.6229,0.497,15.0
RFE_RF40,kNN,0.6342,0.6341,0.0041,0.6014,0.5494,0.594,0.5405,15.0
RFE_RF40,SVM,0.6282,0.628,0.0044,0.6541,0.5606,0.6541,0.5669,15.0
RFE_RF40,MLP,0.7253,0.7405,0.0389,0.6349,0.567,0.6095,0.511,15.0
RFE_RF40,LR,0.7371,0.7673,0.0393,0.5622,0.4875,0.5898,0.4894,15.0
RFE_RF40,CatBoost,0.7906,0.7989,0.0331,0.6024,0.4066,0.5623,0.4161,15.0
RFE_RF60,RandomForest,0.7998,0.7955,0.0267,0.5678,0.5078,0.5821,0.4752,23.0
RFE_RF60,XGBoost,0.769,0.7829,0.0142,0.6246,0.4564,0.6229,0.497,23.0
RFE_RF60,kNN,0.6341,0.6341,0.0,0.594,0.5405,0.594,0.5405,23.0
RFE_RF60,SVM,0.628,0.628,0.0,0.6541,0.5669,0.6541,0.5669,23.0
RFE_RF60,MLP,0.7478,0.7405,0.0238,0.6437,0.5877,0.6095,0.511,23.0
RFE_RF60,LR,0.7544,0.7673,0.038,0.6199,0.5157,0.5898,0.4894,23.0
RFE_RF60,CatBoost,0.7923,0.7989,0.0306,0.6082,0.438,0.5623,0.4161,23.0
RFE_RF80,RandomForest,0.7834,0.7955,0.0275,0.5867,0.4034,0.5821,0.4752,31.0
RFE_RF80,XGBoost,0.7772,0.7829,0.0105,0.6105,0.4758,0.6229,0.497,31.0
RFE_RF80,kNN,0.6341,0.6341,0.0,0.594,0.5405,0.594,0.5405,31.0
RFE_RF80,SVM,0.628,0.628,0.0,0.6541,0.5669,0.6541,0.5669,31.0
RFE_RF80,MLP,0.75,0.7405,0.0294,0.6396,0.4471,0.6095,0.511,31.0
RFE_RF80,LR,0.7454,0.7673,0.022,0.5945,0.514,0.5898,0.4894,31.0
RFE_RF80,CatBoost,0.7823,0.7989,0.0263,0.5898,0.4399,0.5623,0.4161,31.0
RFE_XGBoost20,RandomForest,0.662,0.7955,0.1335,0.693,0.6309,0.5821,0.4752,7.0
RFE_XGBoost20,XGBoost,0.6587,0.7829,0.1243,0.6392,0.5924,0.6229,0.497,7.0
RFE_XGBoost20,kNN,0.6146,0.6341,0.0288,0.6601,0.5659,0.594,0.5405,7.0
RFE_XGBoost20,SVM,0.6267,0.628,0.0324,0.6625,0.5448,0.6541,0.5669,7.0
RFE_XGBoost20,MLP,0.7118,0.7405,0.0367,0.6056,0.5042,0.6095,0.511,7.0
RFE_XGBoost20,LR,0.7276,0.7673,0.053,0.6521,0.6385,0.5898,0.4894,7.0
RFE_XGBoost20,CatBoost,0.6869,0.7989,0.112,0.6742,0.6109,0.5623,0.4161,7.0
RFE_XGBoost40,RandomForest,0.7841,0.7955,0.0184,0.6019,0.4423,0.5821,0.4752,15.0
RFE_XGBoost40,XGBoost,0.7273,0.7829,0.0557,0.6127,0.5174,0.6229,0.497,15.0
RFE_XGBoost40,kNN,0.5934,0.6341,0.0407,0.7087,0.6511,0.594,0.5405,15.0
RFE_XGBoost40,SVM,0.6338,0.628,0.0252,0.6862,0.5812,0.6541,0.5669,15.0
RFE_XGBoost40,MLP,0.7459,0.7405,0.0128,0.5934,0.5656,0.6095,0.511,15.0
RFE_XGBoost40,LR,0.7584,0.7673,0.0402,0.6036,0.5746,0.5898,0.4894,15.0
RFE_XGBoost40,CatBoost,0.7522,0.7989,0.0466,0.585,0.4665,0.5623,0.4161,15.0
RFE_XGBoost60,RandomForest,0.8052,0.7955,0.0108,0.6,0.4592,0.5821,0.4752,23.0
RFE_XGBoost60,XGBoost,0.7652,0.7829,0.0248,0.6046,0.4974,0.6229,0.497,23.0
RFE_XGBoost60,kNN,0.6321,0.6341,0.002,0.6021,0.5494,0.594,0.5405,23.0
RFE_XGBoost60,SVM,0.628,0.628,0.0,0.6541,0.5669,0.6541,0.5669,23.0
RFE_XGBoost60,MLP,0.7452,0.7405,0.0202,0.6014,0.4931,0.6095,0.511,23.0
RFE_XGBoost60,LR,0.7717,0.7673,0.0288,0.5679,0.4705,0.5898,0.4894,23.0
RFE_XGBoost60,CatBoost,0.7903,0.7989,0.0238,0.5608,0.4198,0.5623,0.4161,23.0
RFE_XGBoost80,RandomForest,0.7768,0.7955,0.0201,0.6,0.5026,0.5821,0.4752,31.0
RFE_XGBoost80,XGBoost,0.7771,0.7829,0.0182,0.6099,0.4629,0.6229,0.497,31.0
RFE_XGBoost80,kNN,0.6323,0.6341,0.0017,0.5908,0.5275,0.594,0.5405,31.0
RFE_XGBoost80,SVM,0.628,0.628,0.0,0.6541,0.5669,0.6541,0.5669,31.0
RFE_XGBoost80,MLP,0.7384,0.7405,0.0254,0.6235,0.5759,0.6095,0.511,31.0
RFE_XGBoost80,LR,0.7588,0.7673,0.0162,0.6023,0.504,0.5898,0.4894,31.0
RFE_XGBoost80,CatBoost,0.7951,0.7989,0.0154,0.5691,0.3721,0.5623,0.4161,31.0
L1_LogisticRegression,RandomForest,0.7978,0.7955,0.0188,0.579,0.3535,0.5821,0.4752,35.0
L1_LogisticRegression,XGBoost,0.7616,0.7829,0.0218,0.6196,0.5018,0.6229,0.497,35.0
L1_LogisticRegression,kNN,0.6341,0.6341,0.0,0.594,0.5405,0.594,0.5405,35.0
L1_LogisticRegression,SVM,0.628,0.628,0.0,0.6541,0.5669,0.6541,0.5669,35.0
L1_LogisticRegression,MLP,0.7392,0.7405,0.0551,0.6365,0.5795,0.6095,0.511,35.0
L1_LogisticRegression,LR,0.7592,0.7673,0.016,0.586,0.5396,0.5898,0.4894,35.0
L1_LogisticRegression,CatBoost,0.782,0.7989,0.0218,0.5848,0.4033,0.5623,0.4161,35.0
Boruta,RandomForest,0.7672,0.7955,0.0291,0.6545,0.4741,0.5821,0.4752,7.2
Boruta,XGBoost,0.738,0.7829,0.045,0.6615,0.5747,0.6229,0.497,7.2
Boruta,kNN,0.6301,0.6341,0.004,0.6025,0.5494,0.594,0.5405,7.2
Boruta,SVM,0.6337,0.628,0.0141,0.6471,0.5662,0.6541,0.5669,7.2
Boruta,MLP,0.698,0.7405,0.0569,0.7071,0.6732,0.6095,0.511,7.2
Boruta,LR,0.7561,0.7673,0.0292,0.6584,0.6217,0.5898,0.4894,7.2
Boruta,CatBoost,0.7656,0.7989,0.034,0.6817,0.5318,0.5623,0.4161,7.2
Forward_Selector_LR,RandomForest,0.7374,0.7955,0.059,0.6274,0.5846,0.5821,0.4752,12.8
Forward_Selector_LR,XGBoost,0.7053,0.7829,0.0776,0.6483,0.5869,0.6229,0.497,12.8
Forward_Selector_LR,kNN,0.6084,0.6341,0.0262,0.6752,0.6109,0.594,0.5405,12.8
Forward_Selector_LR,SVM,0.634,0.628,0.0182,0.6866,0.6078,0.6541,0.5669,12.8
Forward_Selector_LR,MLP,0.7377,0.7405,0.0308,0.68,0.6222,0.6095,0.511,12.8
Forward_Selector_LR,LR,0.7427,0.7673,0.0367,0.6613,0.5866,0.5898,0.4894,12.8
Forward_Selector_LR,CatBoost,0.746,0.7989,0.065,0.6516,0.5472,0.5623,0.4161,12.8
Forward_Selector_XGBoost,RandomForest,0.7274,0.7955,0.0839,0.6284,0.4857,0.5821,0.4752,17.6
Forward_Selector_XGBoost,XGBoost,0.703,0.7829,0.0848,0.6364,0.4819,0.6229,0.497,17.6
Forward_Selector_XGBoost,kNN,0.61,0.6341,0.0241,0.7303,0.6439,0.594,0.5405,17.6
Forward_Selector_XGBoost,SVM,0.5822,0.628,0.0458,0.7251,0.6468,0.6541,0.5669,17.6
Forward_Selector_XGBoost,MLP,0.7317,0.7405,0.0249,0.6469,0.5746,0.6095,0.511,17.6
Forward_Selector_XGBoost,LR,0.7466,0.7673,0.0319,0.6204,0.5703,0.5898,0.4894,17.6
Forward_Selector_XGBoost,CatBoost,0.7391,0.7989,0.0598,0.6274,0.5351,0.5623,0.4161,17.6
Forward_Selector_RF,RandomForest,0.7852,0.7955,0.0459,0.6264,0.5031,0.5821,0.4752,16.8
Forward_Selector_RF,XGBoost,0.7517,0.7829,0.0358,0.6267,0.533,0.6229,0.497,16.8
Forward_Selector_RF,kNN,0.6331,0.6341,0.0208,0.689,0.651,0.594,0.5405,16.8
Forward_Selector_RF,SVM,0.6233,0.628,0.0203,0.6669,0.5508,0.6541,0.5669,16.8
Forward_Selector_RF,MLP,0.723,0.7405,0.0376,0.6747,0.5287,0.6095,0.511,16.8
Forward_Selector_RF,LR,0.7366,0.7673,0.0308,0.5949,0.5416,0.5898,0.4894,16.8
Forward_Selector_RF,CatBoost,0.7687,0.7989,0.0397,0.6359,0.5181,0.5623,0.4161,16.8
MB,RandomForest,0.7667,0.7955,0.0477,0.578,0.4584,0.5821,0.4752,10.2
MB,XGBoost,0.7141,0.7829,0.0716,0.6218,0.5654,0.6229,0.497,10.2
MB,kNN,0.5969,0.6341,0.0372,0.6833,0.5753,0.594,0.5405,10.2
MB,SVM,0.6438,0.628,0.0172,0.6587,0.5541,0.6541,0.5669,10.2
MB,MLP,0.7514,0.7405,0.0413,0.567,0.4934,0.6095,0.511,10.2
MB,LR,0.751,0.7673,0.0263,0.6005,0.5246,0.5898,0.4894,10.2
MB,CatBoost,0.7532,0.7989,0.0589,0.5834,0.4881,0.5623,0.4161,10.2
Exclude_Desc,RandomForest,0.7039,0.7955,0.0916,0.6723,0.6447,0.5821,0.4752,33.0
Exclude_Desc,XGBoost,0.7109,0.7829,0.0883,0.6597,0.5086,0.6229,0.497,33.0
Exclude_Desc,kNN,0.5932,0.6341,0.0469,0.7517,0.5859,0.594,0.5405,33.0
Exclude_Desc,SVM,0.5449,0.628,0.0831,0.7059,0.5934,0.6541,0.5669,33.0
Exclude_Desc,MLP,0.7064,0.7405,0.0686,0.6592,0.55,0.6095,0.511,33.0
Exclude_Desc,LR,0.7008,0.7673,0.0666,0.659,0.6258,0.5898,0.4894,33.0
Exclude_Desc,CatBoost,0.7317,0.7989,0.0671,0.6653,0.6468,0.5623,0.4161,33.0
MB_Exclude_Desc,RandomForest,0.6157,0.7955,0.1798,0.4378,0.3882,0.5821,0.4752,6.2
MB_Exclude_Desc,XGBoost,0.6118,0.7829,0.1712,0.4528,0.4292,0.6229,0.497,6.2
MB_Exclude_Desc,kNN,0.5873,0.6341,0.0582,0.4962,0.4187,0.594,0.5405,6.2
MB_Exclude_Desc,SVM,0.6086,0.628,0.0515,0.4244,0.4234,0.6541,0.5669,6.2
MB_Exclude_Desc,MLP,0.614,0.7405,0.1265,0.4592,0.4601,0.6095,0.511,6.2
MB_Exclude_Desc,LR,0.6032,0.7673,0.1641,0.3732,0.3086,0.5898,0.4894,6.2
MB_Exclude_Desc,CatBoost,0.6138,0.7989,0.1851,0.426,0.4001,0.5623,0.4161,6.2
HITON,RandomForest,0.6829,0.7955,0.1126,0.665,0.5716,0.5821,0.4752,4.0
HITON,XGBoost,0.6818,0.7829,0.1032,0.6584,0.5916,0.6229,0.497,4.0
HITON,kNN,0.6116,0.6341,0.0467,0.5992,0.4943,0.594,0.5405,4.0
HITON,SVM,0.6818,0.628,0.0942,0.6584,0.5916,0.6541,0.5669,4.0
HITON,MLP,0.667,0.7405,0.0735,0.6402,0.5797,0.6095,0.511,4.0
HITON,LR,0.6599,0.7673,0.1075,0.6754,0.569,0.5898,0.4894,4.0
HITON,CatBoost,0.6818,0.7989,0.117,0.6584,0.5916,0.5623,0.4161,4.0
IAMB,RandomForest,0.6457,0.7955,0.1498,0.6795,0.5911,0.5821,0.4752,8.0
IAMB,XGBoost,0.6459,0.7829,0.137,0.6467,0.5693,0.6229,0.497,8.0
IAMB,kNN,0.6322,0.6341,0.0366,0.6889,0.5899,0.594,0.5405,8.0
IAMB,SVM,0.6746,0.628,0.064,0.6815,0.6214,0.6541,0.5669,8.0
IAMB,MLP,0.6623,0.7405,0.0782,0.6863,0.6336,0.6095,0.511,8.0
IAMB,LR,0.6737,0.7673,0.0936,0.6677,0.5966,0.5898,0.4894,8.0
IAMB,CatBoost,0.6395,0.7989,0.1594,0.6627,0.5954,0.5623,0.4161,8.0
LRH,RandomForest,0.6457,0.7955,0.1498,0.6795,0.5911,0.5821,0.4752,8.0
LRH,XGBoost,0.6459,0.7829,0.137,0.6467,0.5693,0.6229,0.497,8.0
LRH,kNN,0.6322,0.6341,0.0366,0.6889,0.5899,0.594,0.5405,8.0
LRH,SVM,0.6746,0.628,0.064,0.6815,0.6214,0.6541,0.5669,8.0
LRH,MLP,0.6623,0.7405,0.0782,0.6863,0.6336,0.6095,0.511,8.0
LRH,LR,0.6737,0.7673,0.0936,0.6677,0.5966,0.5898,0.4894,8.0
LRH,CatBoost,0.6395,0.7989,0.1594,0.6627,0.5954,0.5623,0.4161,8.0
MFL,RandomForest,0.7724,0.7955,0.0537,0.591,0.4061,0.5821,0.4752,9.2
MFL,XGBoost,0.7209,0.7829,0.0802,0.622,0.4963,0.6229,0.497,9.2
MFL,kNN,0.6232,0.6341,0.0256,0.7578,0.5586,0.594,0.5405,9.2
MFL,SVM,0.5646,0.628,0.0634,0.7323,0.6094,0.6541,0.5669,9.2
MFL,MLP,0.7166,0.7405,0.0347,0.7255,0.5666,0.6095,0.511,9.2
MFL,LR,0.7419,0.7673,0.026,0.6632,0.5698,0.5898,0.4894,9.2
MFL,CatBoost,0.7482,0.7989,0.0555,0.5852,0.4876,0.5623,0.4161,9.2
FairCFS,RandomForest,0.3586,0.7955,0.4368,0.6821,0.5055,0.5821,0.4752,3.0
FairCFS,XGBoost,0.3586,0.7829,0.4243,0.6821,0.5055,0.6229,0.497,3.0
FairCFS,kNN,0.288,0.6341,0.346,0.824,0.4967,0.594,0.5405,3.0
FairCFS,SVM,0.3451,0.628,0.2829,0.7075,0.5409,0.6541,0.5669,3.0
FairCFS,MLP,0.3451,0.7405,0.3954,0.7075,0.5409,0.6095,0.511,3.0
FairCFS,LR,0.3217,0.7673,0.4456,0.7292,0.6397,0.5898,0.4894,3.0
FairCFS,CatBoost,0.3586,0.7989,0.4402,0.6821,0.5055,0.5623,0.4161,3.0
FFS_LR,RandomForest,0.6364,0.7955,0.1591,0.6867,0.5993,0.5821,0.4752,13.0
FFS_LR,XGBoost,0.6511,0.7829,0.14,0.6787,0.6447,0.6229,0.497,13.0
FFS_LR,kNN,0.5616,0.6341,0.0724,0.6883,0.5014,0.594,0.5405,13.0
FFS_LR,SVM,0.601,0.628,0.0485,0.7272,0.6147,0.6541,0.5669,13.0
FFS_LR,MLP,0.6065,0.7405,0.134,0.7316,0.6659,0.6095,0.511,13.0
FFS_LR,LR,0.6628,0.7673,0.1045,0.72,0.6131,0.5898,0.4894,13.0
FFS_LR,CatBoost,0.651,0.7989,0.1479,0.6595,0.5999,0.5623,0.4161,13.0
FFS_RF,RandomForest,0.75,0.7955,0.0454,0.6165,0.4964,0.5821,0.4752,30.6
FFS_RF,XGBoost,0.745,0.7829,0.0534,0.6761,0.6071,0.6229,0.497,30.6
FFS_RF,kNN,0.5829,0.6341,0.0557,0.6144,0.5589,0.594,0.5405,30.6
FFS_RF,SVM,0.5751,0.628,0.0585,0.7007,0.6271,0.6541,0.5669,30.6
FFS_RF,MLP,0.7104,0.7405,0.0348,0.695,0.5219,0.6095,0.511,30.6
FFS_RF,LR,0.7485,0.7673,0.0307,0.6305,0.5359,0.5898,0.4894,30.6
FFS_RF,CatBoost,0.7513,0.7989,0.0476,0.6486,0.5738,0.5623,0.4161,30.6
FFS_XGBoost,RandomForest,0.7143,0.7955,0.0912,0.6631,0.5368,0.5821,0.4752,22.0
FFS_XGBoost,XGBoost,0.6958,0.7829,0.0871,0.655,0.5577,0.6229,0.497,22.0
FFS_XGBoost,kNN,0.6404,0.6341,0.0385,0.6143,0.46,0.594,0.5405,22.0
FFS_XGBoost,SVM,0.6281,0.628,0.0567,0.6946,0.4823,0.6541,0.5669,22.0
FFS_XGBoost,MLP,0.6899,0.7405,0.0506,0.6905,0.6034,0.6095,0.511,22.0
FFS_XGBoost,LR,0.7049,0.7673,0.071,0.6736,0.6167,0.5898,0.4894,22.0
FFS_XGBoost,CatBoost,0.7076,0.7989,0.0975,0.6546,0.5723,0.5623,0.4161,22.0
Disparate_Impact,RandomForest,0.7833,0.7955,0.0171,0.6331,0.5003,0.5821,0.4752,39.0
Disparate_Impact,XGBoost,0.7625,0.7829,0.0344,0.6224,0.4802,0.6229,0.497,39.0
Disparate_Impact,kNN,0.6174,0.6341,0.0203,0.7298,0.5948,0.594,0.5405,39.0
Disparate_Impact,SVM,0.607,0.628,0.0248,0.7269,0.5383,0.6541,0.5669,39.0
Disparate_Impact,MLP,0.7279,0.7405,0.0291,0.6137,0.5578,0.6095,0.511,39.0
Disparate_Impact,LR,0.7566,0.7673,0.0261,0.6135,0.5026,0.5898,0.4894,39.0
Disparate_Impact,CatBoost,0.7748,0.7989,0.0333,0.6125,0.5156,0.5623,0.4161,39.0
Correlation_Remover,RandomForest,0.799,0.7955,0.029,0.5628,0.3826,0.5821,0.4752,38.0
Correlation_Remover,XGBoost,0.7917,0.7829,0.0349,0.6084,0.4252,0.6229,0.497,38.0
Correlation_Remover,kNN,0.6537,0.6341,0.0234,0.742,0.6307,0.594,0.5405,38.0
