Feature_Selector,Model,F1_with_FS,F1_without_FS,Abs_Diff,Mean_DPR_with_FS,Mean_EOR_with_FS,Mean_DPR_without_FS,Mean_EOR_without_FS,Num_Features
SelectPercentile_mutual_info60,SVM,0.2615,0.2615,0.0,1.0,1.0,,,262.0
SelectPercentile_mutual_info60,MLP,0.4393,0.435,0.0643,0.7675,0.7057,0.8109,0.7262,262.0
SelectPercentile_mutual_info60,LR,0.3841,0.3616,0.0231,0.8596,0.854,,,262.0
SelectPercentile_mutual_info60,CatBoost,0.5851,0.5849,0.0095,0.7865,0.7968,0.7977,0.7954,262.0
SelectPercentile_mutual_info80,RandomForest,0.5496,0.5551,0.0073,0.8739,0.8259,0.8625,0.8337,349.0
SelectPercentile_mutual_info80,XGBoost,0.5805,0.5812,0.0059,0.8192,0.8101,0.8046,0.7862,349.0
SelectPercentile_mutual_info80,kNN,0.3402,0.3401,0.0001,0.9307,0.865,0.9294,0.8663,349.0
SelectPercentile_mutual_info80,SVM,0.2615,0.2615,0.0,1.0,1.0,,,349.0
SelectPercentile_mutual_info80,MLP,0.4767,0.435,0.0422,0.8055,0.7741,0.8109,0.7262,349.0
SelectPercentile_mutual_info80,LR,0.3698,0.3616,0.0158,0.9252,0.917,,,349.0
SelectPercentile_mutual_info80,CatBoost,0.5887,0.5849,0.0065,0.8157,0.8149,0.7977,0.7954,349.0
RFE_LogisticRegression20,RandomForest,0.5699,0.5551,0.0179,0.8931,0.8572,0.8625,0.8337,87.0
RFE_LogisticRegression20,XGBoost,0.5677,0.5812,0.0135,0.8604,0.8218,0.8046,0.7862,87.0
RFE_LogisticRegression20,kNN,0.5468,0.3401,0.2066,0.871,0.8259,0.9294,0.8663,87.0
RFE_LogisticRegression20,SVM,0.4931,0.2615,0.2316,0.875,0.8138,,,87.0
RFE_LogisticRegression20,MLP,0.5752,0.435,0.1402,0.8982,0.8666,0.8109,0.7262,87.0
RFE_LogisticRegression20,LR,0.5575,0.3616,0.1959,0.8332,0.8225,,,87.0
RFE_LogisticRegression20,CatBoost,0.5745,0.5849,0.0104,0.8612,0.8436,0.7977,0.7954,87.0
RFE_LogisticRegression40,RandomForest,0.5703,0.5551,0.0153,0.8846,0.8564,0.8625,0.8337,174.0
RFE_LogisticRegression40,XGBoost,0.586,0.5812,0.0106,0.8849,0.834,0.8046,0.7862,174.0
RFE_LogisticRegression40,kNN,0.5659,0.3401,0.2258,0.8812,0.8151,0.9294,0.8663,174.0
RFE_LogisticRegression40,SVM,0.5107,0.2615,0.2492,0.8529,0.7358,,,174.0
RFE_LogisticRegression40,MLP,0.5776,0.435,0.1426,0.8746,0.8108,0.8109,0.7262,174.0
RFE_LogisticRegression40,LR,0.5843,0.3616,0.2227,0.8043,0.7749,,,174.0
RFE_LogisticRegression40,CatBoost,0.5921,0.5849,0.0076,0.8548,0.826,0.7977,0.7954,174.0
RFE_LogisticRegression60,RandomForest,0.5685,0.5551,0.0135,0.8864,0.8362,0.8625,0.8337,262.0
RFE_LogisticRegression60,XGBoost,0.5892,0.5812,0.0134,0.8285,0.7615,0.8046,0.7862,262.0
RFE_LogisticRegression60,kNN,0.5411,0.3401,0.2009,0.8689,0.8285,0.9294,0.8663,262.0
RFE_LogisticRegression60,SVM,0.5057,0.2615,0.2442,0.809,0.7148,,,262.0
RFE_LogisticRegression60,MLP,0.5787,0.435,0.1437,0.8876,0.8629,0.8109,0.7262,262.0
RFE_LogisticRegression60,LR,0.5856,0.3616,0.224,0.7819,0.7507,,,262.0
RFE_LogisticRegression60,CatBoost,0.5878,0.5849,0.0082,0.8274,0.7896,0.7977,0.7954,262.0
RFE_LogisticRegression80,RandomForest,0.5577,0.5551,0.0056,0.8689,0.821,0.8625,0.8337,349.0
RFE_LogisticRegression80,XGBoost,0.5885,0.5812,0.0075,0.825,0.8118,0.8046,0.7862,349.0
RFE_LogisticRegression80,kNN,0.5252,0.3401,0.185,0.8722,0.8591,0.9294,0.8663,349.0
RFE_LogisticRegression80,SVM,0.404,0.2615,0.1425,0.8898,0.8654,,,349.0
RFE_LogisticRegression80,MLP,0.5786,0.435,0.1436,0.8388,0.8188,0.8109,0.7262,349.0
RFE_LogisticRegression80,LR,0.5735,0.3616,0.2118,0.7292,0.6947,,,349.0
RFE_LogisticRegression80,CatBoost,0.5873,0.5849,0.0084,0.7796,0.7691,0.7977,0.7954,349.0
RFE_RF20,RandomForest,0.5424,0.5551,0.0127,0.8631,0.8254,0.8625,0.8337,87.0
RFE_RF20,XGBoost,0.5551,0.5812,0.0261,0.838,0.8115,0.8046,0.7862,87.0
RFE_RF20,kNN,0.3395,0.3401,0.0009,0.93,0.8698,0.9294,0.8663,87.0
RFE_RF20,SVM,0.2615,0.2615,0.0,1.0,1.0,,,87.0
RFE_RF20,MLP,0.3764,0.435,0.0635,0.8194,0.8008,0.8109,0.7262,87.0
RFE_RF20,LR,0.377,0.3616,0.0154,0.9269,0.923,,,87.0
RFE_RF20,CatBoost,0.5709,0.5849,0.014,0.8135,0.8199,0.7977,0.7954,87.0
RFE_RF40,RandomForest,0.5523,0.5551,0.0093,0.8561,0.8302,0.8625,0.8337,174.0
RFE_RF40,XGBoost,0.5702,0.5812,0.0113,0.8277,0.8297,0.8046,0.7862,174.0
RFE_RF40,kNN,0.3402,0.3401,0.0006,0.9306,0.8696,0.9294,0.8663,174.0
RFE_RF40,SVM,0.2615,0.2615,0.0,1.0,1.0,,,174.0
RFE_RF40,MLP,0.4213,0.435,0.0807,0.7684,0.6574,0.8109,0.7262,174.0
RFE_RF40,LR,0.3808,0.3616,0.0197,0.9262,0.9237,,,174.0
RFE_RF40,CatBoost,0.5774,0.5849,0.0093,0.8236,0.8005,0.7977,0.7954,174.0
RFE_RF60,RandomForest,0.5573,0.5551,0.0093,0.8761,0.8627,0.8625,0.8337,262.0
RFE_RF60,XGBoost,0.5728,0.5812,0.0085,0.8122,0.8102,0.8046,0.7862,262.0
RFE_RF60,kNN,0.3399,0.3401,0.0003,0.9286,0.8652,0.9294,0.8663,262.0
RFE_RF60,SVM,0.2615,0.2615,0.0,1.0,1.0,,,262.0
RFE_RF60,MLP,0.4471,0.435,0.0764,0.8393,0.7288,0.8109,0.7262,262.0
RFE_RF60,LR,0.3813,0.3616,0.02,0.918,0.911,,,262.0
RFE_RF60,CatBoost,0.5849,0.5849,0.0103,0.8026,0.8099,0.7977,0.7954,262.0
RFE_RF80,RandomForest,0.5557,0.5551,0.0085,0.8506,0.8395,0.8625,0.8337,349.0
RFE_RF80,XGBoost,0.5823,0.5812,0.0055,0.8063,0.7807,0.8046,0.7862,349.0
RFE_RF80,kNN,0.3402,0.3401,0.0001,0.9285,0.8652,0.9294,0.8663,349.0
RFE_RF80,SVM,0.2615,0.2615,0.0,1.0,1.0,,,349.0
RFE_RF80,MLP,0.4659,0.435,0.0723,0.8268,0.7997,0.8109,0.7262,349.0
RFE_RF80,LR,0.3659,0.3616,0.0304,0.9413,0.9364,,,349.0
RFE_RF80,CatBoost,0.5898,0.5849,0.01,0.7955,0.8054,0.7977,0.7954,349.0
RFE_XGBoost20,RandomForest,0.57,0.5551,0.0149,0.884,0.8795,0.8625,0.8337,87.0
RFE_XGBoost20,XGBoost,0.5823,0.5812,0.0088,0.869,0.8645,0.8046,0.7862,87.0
RFE_XGBoost20,kNN,0.5256,0.3401,0.1855,0.9135,0.8878,0.9294,0.8663,87.0
RFE_XGBoost20,SVM,0.2615,0.2615,0.0,1.0,1.0,,,87.0
RFE_XGBoost20,MLP,0.5207,0.435,0.0856,0.8526,0.7837,0.8109,0.7262,87.0
RFE_XGBoost20,LR,0.3763,0.3616,0.0192,0.812,0.7212,,,87.0
RFE_XGBoost20,CatBoost,0.5914,0.5849,0.0078,0.8824,0.8783,0.7977,0.7954,87.0
RFE_XGBoost40,RandomForest,0.5526,0.5551,0.0111,0.8564,0.8545,0.8625,0.8337,174.0
RFE_XGBoost40,XGBoost,0.5801,0.5812,0.0111,0.8198,0.8068,0.8046,0.7862,174.0
RFE_XGBoost40,kNN,0.3394,0.3401,0.0017,0.9315,0.8725,0.9294,0.8663,174.0
RFE_XGBoost40,SVM,0.2615,0.2615,0.0,1.0,1.0,,,174.0
RFE_XGBoost40,MLP,0.4543,0.435,0.0472,0.7988,0.7521,0.8109,0.7262,174.0
RFE_XGBoost40,LR,0.375,0.3616,0.0148,0.9184,0.9051,,,174.0
RFE_XGBoost40,CatBoost,0.5841,0.5849,0.0052,0.8081,0.8272,0.7977,0.7954,174.0
RFE_XGBoost60,RandomForest,0.5481,0.5551,0.0085,0.8462,0.8437,0.8625,0.8337,262.0
RFE_XGBoost60,XGBoost,0.5779,0.5812,0.0068,0.8212,0.7945,0.8046,0.7862,262.0
RFE_XGBoost60,kNN,0.3405,0.3401,0.0008,0.9306,0.8741,0.9294,0.8663,262.0
RFE_XGBoost60,SVM,0.2615,0.2615,0.0,1.0,1.0,,,262.0
RFE_XGBoost60,MLP,0.3877,0.435,0.0818,0.7579,0.6888,0.8109,0.7262,262.0
RFE_XGBoost60,LR,0.3801,0.3616,0.0226,0.8758,0.8703,,,262.0
RFE_XGBoost60,CatBoost,0.5916,0.5849,0.0126,0.8179,0.8396,0.7977,0.7954,262.0
RFE_XGBoost80,RandomForest,0.5533,0.5551,0.0078,0.8682,0.8695,0.8625,0.8337,349.0
RFE_XGBoost80,XGBoost,0.584,0.5812,0.0029,0.8153,0.7911,0.8046,0.7862,349.0
RFE_XGBoost80,kNN,0.3402,0.3401,0.0005,0.9294,0.868,0.9294,0.8663,349.0
RFE_XGBoost80,SVM,0.2615,0.2615,0.0,1.0,1.0,,,349.0
RFE_XGBoost80,MLP,0.4036,0.435,0.069,0.7867,0.6682,0.8109,0.7262,349.0
RFE_XGBoost80,LR,0.3724,0.3616,0.0282,0.9236,0.9128,,,349.0
RFE_XGBoost80,CatBoost,0.5892,0.5849,0.0099,0.7925,0.8224,0.7977,0.7954,349.0
L1_LogisticRegression,RandomForest,0.5527,0.5551,0.0044,0.8506,0.8093,0.8625,0.8337,394.6
L1_LogisticRegression,XGBoost,0.5794,0.5812,0.0086,0.7967,0.7858,0.8046,0.7862,394.6
L1_LogisticRegression,kNN,0.3405,0.3401,0.0003,0.9297,0.8682,0.9294,0.8663,394.6
L1_LogisticRegression,SVM,0.2615,0.2615,0.0,1.0,1.0,,,394.6
L1_LogisticRegression,MLP,0.4115,0.435,0.0721,0.7618,0.7129,0.8109,0.7262,394.6
L1_LogisticRegression,LR,0.3802,0.3616,0.0203,0.9159,0.9135,,,394.6
L1_LogisticRegression,CatBoost,0.5907,0.5849,0.0088,0.7878,0.7916,0.7977,0.7954,394.6
Boruta,RandomForest,0.5507,0.5551,0.011,0.8639,0.8487,0.8625,0.8337,50.0
Boruta,XGBoost,0.558,0.5812,0.0232,0.8997,0.8652,0.8046,0.7862,50.0
Boruta,kNN,0.5122,0.3401,0.172,0.8834,0.8792,0.9294,0.8663,50.0
Boruta,SVM,0.2615,0.2615,0.0,1.0,1.0,,,50.0
Boruta,MLP,0.4186,0.435,0.0772,0.7813,0.7456,0.8109,0.7262,50.0
Boruta,LR,0.3885,0.3616,0.0269,0.778,0.7552,,,50.0
Boruta,CatBoost,0.5656,0.5849,0.0193,0.9094,0.8561,0.7977,0.7954,50.0
MB,RandomForest,0.5551,0.5551,0.0,0.8625,0.8337,0.8625,0.8337,437.0
MB,XGBoost,0.5812,0.5812,0.0,0.8046,0.7862,0.8046,0.7862,437.0
MB,kNN,0.3401,0.3401,0.0,0.9294,0.8663,0.9294,0.8663,437.0
MB,SVM,0.2615,0.2615,0.0,1.0,1.0,,,437.0
MB,MLP,0.435,0.435,0.0,0.8109,0.7262,0.8109,0.7262,437.0
MB,LR,0.3616,0.3616,0.0,0.9305,0.8897,,,437.0
MB,CatBoost,0.5849,0.5849,0.0,0.7977,0.7954,0.7977,0.7954,437.0
Exclude_Desc,RandomForest,0.5519,0.5551,0.0069,0.8863,0.873,0.8625,0.8337,436.0
Exclude_Desc,XGBoost,0.5791,0.5812,0.0068,0.8639,0.8257,0.8046,0.7862,436.0
Exclude_Desc,kNN,0.3404,0.3401,0.0003,0.93,0.868,0.9294,0.8663,436.0
Exclude_Desc,SVM,0.2615,0.2615,0.0,1.0,1.0,,,436.0
Exclude_Desc,MLP,0.4226,0.435,0.0954,0.8304,0.7856,0.8109,0.7262,436.0
Exclude_Desc,LR,0.3701,0.3616,0.0088,0.9276,0.9105,,,436.0
Exclude_Desc,CatBoost,0.5903,0.5849,0.011,0.8799,0.8819,0.7977,0.7954,436.0
MB_Exclude_Desc,RandomForest,0.5519,0.5551,0.0069,0.8863,0.873,0.8625,0.8337,436.0
MB_Exclude_Desc,XGBoost,0.5791,0.5812,0.0068,0.8639,0.8257,0.8046,0.7862,436.0
MB_Exclude_Desc,kNN,0.3404,0.3401,0.0003,0.93,0.868,0.9294,0.8663,436.0
MB_Exclude_Desc,SVM,0.2615,0.2615,0.0,1.0,1.0,,,436.0
MB_Exclude_Desc,MLP,0.4226,0.435,0.0954,0.8304,0.7856,0.8109,0.7262,436.0
MB_Exclude_Desc,LR,0.3701,0.3616,0.0088,0.9276,0.9105,,,436.0
MB_Exclude_Desc,CatBoost,0.5903,0.5849,0.011,0.8799,0.8819,0.7977,0.7954,436.0
IAMB,RandomForest,0.4743,0.5551,0.0808,0.821,0.8057,0.8625,0.8337,124.0
IAMB,XGBoost,0.4492,0.5812,0.132,0.7972,0.7332,0.8046,0.7862,124.0
IAMB,kNN,0.4531,0.3401,0.1129,0.83,0.8105,0.9294,0.8663,124.0
IAMB,SVM,0.2615,0.2615,0.0,1.0,1.0,,,124.0
IAMB,MLP,0.3172,0.435,0.1238,0.8924,0.7615,0.8109,0.7262,124.0
IAMB,LR,0.3345,0.3616,0.0294,0.6128,0.5746,,,124.0
IAMB,CatBoost,0.4617,0.5849,0.1232,0.755,0.7133,0.7977,0.7954,124.0
Disparate_Impact,RandomForest,0.5487,0.5551,0.007,0.8494,0.8465,0.8625,0.8337,437.0
Disparate_Impact,XGBoost,0.5917,0.5812,0.0114,0.82,0.8051,0.8046,0.7862,437.0
Disparate_Impact,kNN,0.3504,0.3401,0.0195,0.9294,0.8151,0.9294,0.8663,437.0
Disparate_Impact,SVM,0.2615,0.2615,0.0,1.0,1.0,,,437.0
Disparate_Impact,MLP,0.3627,0.435,0.0795,0.7573,0.7056,0.8109,0.7262,437.0
Disparate_Impact,LR,0.3693,0.3616,0.0263,0.9182,0.9065,,,437.0
Disparate_Impact,CatBoost,0.587,0.5849,0.0046,0.8247,0.8122,0.7977,0.7954,437.0
Correlation_Remover,RandomForest,0.5401,0.5551,0.015,0.7562,0.733,0.8625,0.8337,436.0
Correlation_Remover,XGBoost,0.5836,0.5812,0.0094,0.7938,0.7873,0.8046,0.7862,436.0
Correlation_Remover,kNN,0.3433,0.3401,0.0046,0.8959,0.85,0.9294,0.8663,436.0
Correlation_Remover,SVM,0.2615,0.2615,0.0,1.0,1.0,,,436.0
Correlation_Remover,MLP,0.425,0.435,0.0558,0.8593,0.786,0.8109,0.7262,436.0
Correlation_Remover,LR,0.3788,0.3616,0.0175,0.9481,0.9152,,,436.0
Correlation_Remover,CatBoost,0.5872,0.5849,0.0098,0.7986,0.8064,0.7977,0.7954,436.0
MFL,RandomForest,0.5519,0.5551,0.0069,0.8863,0.873,0.8625,0.8337,436.0
MFL,XGBoost,0.5791,0.5812,0.0068,0.8639,0.8257,0.8046,0.7862,436.0
MFL,kNN,0.3404,0.3401,0.0003,0.93,0.868,0.9294,0.8663,436.0
MFL,SVM,0.2615,0.2615,0.0,1.0,1.0,,,436.0
MFL,MLP,0.4226,0.435,0.0954,0.8304,0.7856,0.8109,0.7262,436.0
MFL,LR,0.3701,0.3616,0.0088,0.9276,0.9105,,,436.0
MFL,CatBoost,0.5903,0.5849,0.011,0.8799,0.8819,0.7977,0.7954,436.0
